"id_question","id_version","version","date_creation","module","theme","type_item","niveau","public_cible","role_test","enonce_fr","options_fr","reponse_correcte","explication_fr","action_fr","idee_fausse_ciblee","enonce_en","options_en","explication_en","action_en","statut_traduction","source_documentaire","id_inventaire","secteur_validateur","date_validation","date_revision_prevue","visa_validation","statut","sensibilite","motif_suspension","historique","indice_difficulte","indice_discrimination","distracteur_dominant","n_observations","date_calcul_psy","media_associe","audio_ref","schema_version"
"DUSSC-M08-011","DUSSC-M08-011-v1","1","2026-08-02","M08","Prescription vétérinaire","Attitude","Intermédiaire","B1;B2","Question courante","Avant de traiter un animal malade avec un antimicrobien, la bonne conduite est :","[""De reprendre le produit utilisé la dernière fois"", ""De solliciter l'avis du service vétérinaire pour un diagnostic et une prescription adaptée"", ""De demander conseil à un autre éleveur"", ""D'augmenter la dose si l'animal ne guérit pas""]","B","Un traitement répété au hasard entretient les résistances et retarde la guérison. L'avis vétérinaire permet d'identifier la cause réelle.","Contactez le centre zootechnique et vétérinaire avant tout traitement.","« On peut reprendre le même produit que la dernière fois »","Before treating a sick animal with an antimicrobial, the right course of action is:","[""To use the same product as last time"", ""To seek the veterinary service's opinion for a diagnosis and a suitable prescription"", ""To ask another livestock keeper for advice"", ""To increase the dose if the animal does not recover""]","Repeated treatment at random sustains resistance and delays recovery. Veterinary advice identifies the real cause.","Contact the zootechnical and veterinary centre before any treatment.","Traduit","","INV-B-014","MINEPIA","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M08-012","DUSSC-M08-012-v1","1","2026-08-02","M08","Prescription raisonnée","Connaissance","Professionnel","D1;D2","Question courante","Quelle pratique contribue le plus à limiter la résistance aux antimicrobiens en pratique quotidienne ?","[""Prescrire un antibiotique à large spectre dès le premier contact"", ""Prescrire pour rassurer le patient"", ""Renouveler systématiquement les prescriptions antérieures"", ""Prescrire seulement lorsque l'indication est établie, en privilégiant le spectre le plus étroit possible et la durée adéquate""]","D","La pression de sélection est proportionnelle à l'exposition inutile. Une prescription ciblée, avec un spectre étroit et une durée adaptée, réduit cette pression.","Appuyez-vous sur les recommandations nationales et documentez l'indication dans le dossier.","« Mieux vaut prescrire largement par précaution »","Which practice most helps to limit antimicrobial resistance in daily practice?","[""Prescribing a broad-spectrum antibiotic at the first contact"", ""Prescribing to reassure the patient"", ""Routinely renewing earlier prescriptions"", ""Prescribing only where the indication is established, using the narrowest possible spectrum and an appropriate duration""]","Selection pressure is proportional to needless exposure. Targeted prescribing, with a narrow spectrum and a suitable duration, reduces that pressure.","Rely on national guidance and record the indication in the file.","Traduit","","INV-B-014","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M08-013","DUSSC-M08-013-v1","1","2026-08-02","M08","Antibiotiques et infections virales","Situation","Grand public","A1;A2;A3;C1;C2;D1","Ancre post-test","Un ami vous dit qu'il prend un antibiotique dès qu'il attrape la grippe. Que lui répondez-vous ?","[""Qu'il a raison, cela évite les complications"", ""Que la grippe est due à un virus et que l'antibiotique n'agit pas dessus, tout en favorisant la résistance"", ""Qu'il doit doubler la dose pour être efficace"", ""Qu'il faut prendre l'antibiotique un jour sur deux""]","B","L'antibiotique est sans effet sur les virus. Son usage inutile favorise l'apparition de bactéries résistantes chez lui et dans son entourage.","Conseillez-lui de consulter plutôt que de s'automédiquer.","« L'antibiotique prévient les complications de la grippe »","A friend tells you he takes an antibiotic whenever he catches flu. What do you reply?","[""That he is right, it prevents complications"", ""That flu is caused by a virus and the antibiotic does not act on it, while encouraging resistance"", ""That he should double the dose to make it work"", ""That he should take the antibiotic every other day""]","The antibiotic has no effect on viruses. Using it needlessly encourages resistant bacteria in him and in those around him.","Advise him to seek care rather than treat himself.","Traduit","","INV-B-014","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-001","DUSSC-M09-001-v1","1","2026-08-02","M09","Vérification avant partage","Situation","Grand public","A1;A3;C1;C2;D3","Ancre pré-test","Vous recevez sur une messagerie un message annonçant une nouvelle maladie mortelle dans votre région. Que faites-vous ?","[""Je le transfère immédiatement à tous mes contacts pour les prévenir"", ""Je vérifie auprès d'une source officielle avant de le partager"", ""Je l'ignore complètement sans rien vérifier"", ""Je le partage en précisant que ce n'est peut-être pas vrai""]","B","Partager une information non vérifiée, même avec une réserve, contribue à sa diffusion. Une rumeur circule toujours plus vite que sa correction.","Vérifiez auprès du district de santé ou des canaux officiels avant tout partage.","« Partager au cas où, c'est prévenir »","You receive a message on a messaging app announcing a new deadly disease in your region. What do you do?","[""I forward it at once to all my contacts to warn them"", ""I check with an official source before sharing it"", ""I ignore it completely without checking"", ""I share it, saying it may not be true""]","Sharing unverified information, even with a reservation, helps it spread. A rumour always travels faster than its correction.","Check with the health district or official channels before sharing anything.","Traduit","","INV-C-005","MINSANTE;MINCOM","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-002","DUSSC-M09-002-v1","1","2026-08-02","M09","Reconnaître une source officielle","Connaissance","Grand public","A3;C1;C2;D3","Question courante","Parmi ces sources, laquelle est une source officielle d'information sanitaire ?","[""Un message vocal transféré plusieurs fois"", ""Une affirmation entendue au marché"", ""Une capture d'écran sans origine identifiable"", ""Une publication du ministère de la Santé Publique ou de la Plateforme Une Seule Santé""]","D","Une source officielle est identifiable, datée et vérifiable. Un message transféré sans origine ne peut être vérifié par personne.","Enregistrez les pages et numéros officiels de votre district de santé.","« Un message très partagé est forcément vrai »","Which of these is an official source of health information?","[""A voice message forwarded many times"", ""A claim heard at the market"", ""A screenshot with no identifiable origin"", ""A publication from the Ministry of Public Health or the One Health Platform""]","An official source can be identified, dated and checked. A forwarded message with no origin cannot be checked by anyone.","Save the official pages and numbers of your health district.","Traduit","","INV-C-005","MINSANTE;MINCOM","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-003","DUSSC-M09-003-v1","1","2026-08-02","M09","Messages vocaux","Situation","Grand public","A1;A3;C1","Question courante","Un message vocal anonyme affirme qu'un aliment courant provoque une maladie grave. Quelle est la bonne réaction ?","[""Cesser immédiatement de consommer cet aliment et prévenir tout le quartier"", ""Chercher confirmation auprès d'une source officielle avant d'agir ou de relayer"", ""Enregistrer un message pour confirmer l'information"", ""Accuser publiquement les vendeurs""]","B","Les rumeurs alimentaires provoquent des pertes économiques importantes et détournent l'attention des vrais risques. La vérification prend quelques minutes.","Interrogez le district de santé ou les services compétents avant de relayer.","« Un message vocal détaillé est crédible »","An anonymous voice message claims that a common food causes a serious disease. What is the right reaction?","[""Stop eating that food at once and warn the whole neighbourhood"", ""Seek confirmation from an official source before acting or passing it on"", ""Record a message confirming the information"", ""Publicly accuse the sellers""]","Food rumours cause heavy economic losses and draw attention away from real risks. Checking takes only a few minutes.","Ask the health district or the competent services before passing it on.","Traduit","","INV-C-005","MINSANTE;MINCOM","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-004","DUSSC-M09-004-v1","1","2026-08-02","M09","Images sorties de leur contexte","Connaissance","Intermédiaire","A3;C1;C2;D3","Question courante","Une photographie choquante circule, présentée comme prise dans votre région cette semaine. Quel réflexe est le bon ?","[""La partager immédiatement, l'image parle d'elle-même"", ""Ajouter un commentaire personnel et la diffuser"", ""Se demander d'où vient l'image, quand elle a été prise, et chercher une confirmation officielle"", ""Considérer qu'une image ne peut pas mentir""]","C","Les images anciennes ou venues d'ailleurs sont fréquemment réutilisées lors des crises sanitaires. Une image authentique peut illustrer un fait totalement différent.","Vérifiez la date et le lieu auprès d'une source officielle avant tout partage.","« Une photo prouve les faits »","A shocking photograph is circulating, presented as taken in your region this week. What is the right reflex?","[""Share it immediately, the image speaks for itself"", ""Add a personal comment and pass it on"", ""Ask where the image comes from, when it was taken, and seek official confirmation"", ""Assume that an image cannot lie""]","Old images or images from elsewhere are frequently reused during health crises. A genuine photograph can illustrate a completely different event.","Check the date and place with an official source before sharing.","Traduit","","INV-C-005","MINCOM;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-005","DUSSC-M09-005-v1","1","2026-08-02","M09","Distinguer sensibilisation et notification","Connaissance","Grand public","A1;A3;C1;C2","Question courante","Répondre à un quiz de sensibilisation constitue-t-il un signalement officiel d'un problème de santé ?","[""Non, un quiz est un outil de sensibilisation ; tout événement doit être signalé au service compétent"", ""Oui, les autorités reçoivent directement l'alerte"", ""Oui, si l'on précise son adresse"", ""Cela dépend du nombre de participants""]","A","Un outil de sensibilisation n'est pas un canal d'alerte. Confondre les deux peut faire perdre un temps décisif lors d'un événement réel.","Signalez tout événement sanitaire au centre de santé ou au service vétérinaire compétent.","« Répondre à un quiz suffit à alerter les autorités »","Does answering an awareness quiz count as officially reporting a health problem?","[""No, a quiz is an awareness tool; any event must be reported to the competent service"", ""Yes, the authorities receive the alert directly"", ""Yes, if you give your address"", ""It depends on the number of participants""]","An awareness tool is not an alert channel. Confusing the two can waste decisive time during a real event.","Report any health event to the health centre or the competent veterinary service.","Traduit","","INV-C-005","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-006","DUSSC-M09-006-v1","1","2026-08-02","M09","Où demander confirmation","Orientation","Grand public","A1;A2;A3;C1","Question courante","À qui vous adresser pour vérifier une information sanitaire qui circule dans votre localité ?","[""Au district de santé, au service vétérinaire ou aux canaux officiels de la Plateforme Une Seule Santé"", ""Au voisin le mieux informé"", ""À la personne qui a envoyé le message"", ""À personne, il faut se faire son opinion""]","A","Les services déconcentrés disposent de l'information vérifiée pour leur zone. Ils sont aussi les mieux placés pour détecter une rumeur qui s'installe.","Notez les coordonnées de votre district de santé et de votre service vétérinaire.","« Il n'y a personne à qui demander confirmation »","Who should you approach to check health information circulating in your locality?","[""The health district, the veterinary service or the official channels of the One Health Platform"", ""The best-informed neighbour"", ""The person who sent the message"", ""Nobody, you should form your own view""]","Decentralised services hold verified information for their area. They are also best placed to detect a rumour taking hold.","Note down the contact details of your health district and veterinary service.","Traduit","","INV-C-005","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-007","DUSSC-M09-007-v1","1","2026-08-02","M09","Rumeurs sur les vaccins","Situation","Grand public","A1;A3;C1;C2;D3","Question courante","Une rumeur affirme qu'un vaccin utilisé dans une campagne en cours est dangereux. Quelle conduite est la plus responsable ?","[""Décourager tout le monde de se faire vacciner"", ""Se faire vacciner en secret"", ""Poser directement la question aux agents de santé de la campagne et s'informer auprès des sources officielles"", ""Diffuser la rumeur pour obtenir des réactions""]","C","Poser la question permet d'obtenir une réponse fondée et de faire remonter la préoccupation. Les rumeurs vaccinales font baisser la couverture et prolongent les épidémies.","Adressez vos questions aux agents de la campagne ou au district de santé.","« Mieux vaut s'abstenir en cas de doute plutôt que de demander »","A rumour claims that a vaccine used in an ongoing campaign is dangerous. What is the most responsible course of action?","[""Discourage everyone from being vaccinated"", ""Get vaccinated in secret"", ""Put the question directly to the health workers running the campaign and check official sources"", ""Spread the rumour to see how people react""]","Asking the question brings a grounded answer and lets the concern be passed up. Vaccine rumours lower coverage and prolong outbreaks.","Put your questions to the campaign staff or to the health district.","Traduit","","INV-C-005","MINSANTE;MINCOM","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-008","DUSSC-M09-008-v1","1","2026-08-02","M09","Effet du partage","Attitude","Grand public","A3;C1;C2","Question courante","Partager une information sanitaire non vérifiée « au cas où » :","[""Est un service rendu à la communauté"", ""Peut provoquer des comportements dangereux, de la panique ou une perte de confiance envers les services de santé"", ""N'a aucun effet réel"", ""Est utile si l'on ajoute un point d'interrogation""]","B","Les fausses informations sanitaires ont conduit à des refus de soins, à des automédications dangereuses et à des violences envers des soignants.","Vérifiez avant de partager, et corrigez publiquement une information que vous avez relayée par erreur.","« Partager sans certitude ne coûte rien »","Sharing unverified health information just in case:","[""Is a service to the community"", ""Can cause dangerous behaviour, panic, or loss of trust in the health services"", ""Has no real effect"", ""Is useful if you add a question mark""]","False health information has led to refusal of care, dangerous self-medication and violence against health workers.","Check before sharing, and publicly correct anything you passed on by mistake.","Traduit","","INV-C-005","MINSANTE;MINCOM","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-009","DUSSC-M09-009-v1","1","2026-08-02","M09","Gestion d'une rumeur locale","Situation","Professionnel","D1;D2;D3","Question courante","Une rumeur sanitaire s'installe dans votre communauté. Quelle est la conduite la plus efficace ?","[""L'ignorer, elle disparaîtra d'elle-même"", ""Attendre une consigne nationale avant toute action"", ""Sanctionner ceux qui la relaient"", ""La documenter, la remonter au système de gestion des rumeurs et diffuser rapidement une information correcte par les relais locaux""]","D","Une rumeur ignorée s'enracine. Documenter, remonter l'information et répondre vite par des relais crédibles localement est la seule réponse efficace.","Transmettez la rumeur au système de gestion des rumeurs Une Seule Santé et informez votre hiérarchie.","« Une rumeur finit toujours par s'éteindre seule »","A health rumour is taking hold in your community. What is the most effective course of action?","[""Ignore it, it will fade on its own"", ""Wait for national instructions before acting"", ""Punish those who pass it on"", ""Document it, pass it to the rumour management system and quickly share correct information through local channels""]","An ignored rumour takes root. Documenting it, passing it up and answering quickly through locally credible channels is the only effective response.","Pass the rumour to the One Health rumour management system and inform your hierarchy.","Traduit","","INV-C-005","MINSANTE;MINCOM","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M09-010","DUSSC-M09-010-v1","1","2026-08-02","M09","Vérification avant partage","Situation","Grand public","A1;A3;C1;C2;D3","Ancre post-test","Un proche vous transfère une information alarmante sur une maladie, sans indiquer sa source. Que faites-vous ?","[""Je la partage à mon tour pour alerter"", ""Je lui demande d'où vient l'information et je vérifie auprès d'une source officielle avant toute diffusion"", ""Je la partage uniquement à ma famille"", ""Je la crois car elle vient d'un proche""]","B","La confiance envers la personne qui transmet n'est pas une garantie sur le contenu. Remonter à la source est le seul moyen de vérifier.","Vérifiez auprès du district de santé et informez votre proche du résultat de la vérification.","« Une information venant d'un proche est fiable »","Someone close to you forwards alarming information about a disease, without saying where it comes from. What do you do?","[""I share it in turn to raise the alarm"", ""I ask where the information comes from and check with an official source before passing it on"", ""I share it only with my family"", ""I believe it because it comes from someone close""]","Trusting the person who sends a message says nothing about the content. Going back to the source is the only way to check.","Check with the health district and tell your contact what you found.","Traduit","","INV-C-005","MINSANTE;MINCOM","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-001","DUSSC-M10-001-v1","1","2026-08-02","M10","Déchets et prolifération","Situation","Grand public","A1;A2;A3;C1","Question courante","Une décharge sauvage s'installe près des habitations. Quelles conséquences sanitaires sont attendues ?","[""Aucune conséquence sanitaire"", ""Un simple problème d'odeur"", ""Une prolifération de rongeurs, de mouches et de moustiques, et une contamination possible de l'eau"", ""Un effet uniquement sur les cultures""]","C","Les déchets accumulés offrent nourriture et abri aux animaux vecteurs, et les eaux de ruissellement transportent la contamination vers les points d'eau.","Signalez la décharge à la commune et organisez une évacuation avec le quartier.","« Une décharge n'est qu'un problème d'odeur »","An unauthorised dump is forming near the homes. What health consequences can be expected?","[""No health consequence"", ""Simply a smell problem"", ""Rodents, flies and mosquitoes multiply, and water may be contaminated"", ""An effect on crops only""]","Piled-up waste offers food and shelter to disease-carrying animals, and run-off carries contamination to water points.","Report the dump to the council and organise clearance with the neighbourhood.","Traduit","","INV-G-004","MINEPDED;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-002","DUSSC-M10-002-v1","1","2026-08-02","M10","Eaux stagnantes","Connaissance","Grand public","A1;A2;C1","Question courante","Pourquoi faut-il éliminer les eaux stagnantes autour des habitations ?","[""Parce qu'elles permettent aux moustiques de se reproduire et favorisent la transmission de maladies"", ""Pour améliorer l'aspect de la cour"", ""Parce qu'elles abîment les fondations uniquement"", ""Il n'est pas nécessaire de les éliminer""]","A","Quelques centimètres d'eau stagnante suffisent au développement des larves de moustiques. Les récipients abandonnés sont les gîtes les plus fréquents.","Videz et retournez chaque semaine les récipients pouvant retenir l'eau.","« Seules les grandes étendues d'eau posent problème »","Why should standing water around homes be removed?","[""Because it lets mosquitoes breed and favours disease transmission"", ""To improve the look of the yard"", ""Because it only damages foundations"", ""There is no need to remove it""]","A few centimetres of standing water are enough for mosquito larvae to develop. Abandoned containers are the most common breeding sites.","Empty and turn over any container that can hold water, every week.","Traduit","","INV-G-004","MINSANTE;MINEPDED","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-003","DUSSC-M10-003-v1","1","2026-08-02","M10","Contacts avec la faune","Connaissance","Intermédiaire","A3;B5;C2;D2","Question courante","En quoi la destruction des forêts peut-elle augmenter le risque de nouvelles maladies ?","[""Elle rapproche les personnes et les animaux d'élevage de la faune sauvage, multipliant les occasions de transmission"", ""Elle n'a aucun lien avec la santé"", ""Elle réduit automatiquement le nombre d'animaux malades"", ""Elle ne concerne que le climat""]","A","Lorsque les milieux naturels reculent, les contacts entre faune sauvage, animaux domestiques et personnes deviennent plus fréquents et plus étroits.","Soutenez les initiatives locales de protection des espaces naturels et évitez les contacts avec la faune sauvage.","« La déforestation n'a pas de conséquence sanitaire »","How can forest destruction increase the risk of new diseases?","[""It brings people and livestock closer to wildlife, multiplying the chances of transmission"", ""It has no link with health"", ""It automatically reduces the number of sick animals"", ""It concerns only the climate""]","As natural habitats shrink, contact between wildlife, domestic animals and people becomes more frequent and closer.","Support local efforts to protect natural areas and avoid contact with wildlife.","Traduit","","INV-G-004","MINFOF;MINEPDED","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-004","DUSSC-M10-004-v1","1","2026-08-02","M10","Protection des cours d'eau","Attitude","Grand public","A2;B3;C1","Question courante","Rejeter les eaux usées ou les déchets d'abattage dans un cours d'eau :","[""Est acceptable si le courant est fort"", ""N'a d'effet que sur les poissons"", ""Contamine l'eau utilisée en aval pour la boisson, la cuisine et la baignade"", ""Est sans conséquence en saison des pluies""]","C","Le courant disperse la contamination mais ne la supprime pas. Les populations situées en aval utilisent la même eau.","Aménagez une fosse de rejet à distance des points d'eau et sollicitez l'appui des services communaux.","« Le courant emporte et supprime la pollution »","Discharging waste water or slaughter waste into a watercourse:","[""Is acceptable if the current is strong"", ""Only affects fish"", ""Contaminates the water used downstream for drinking, cooking and bathing"", ""Has no consequence in the rainy season""]","The current disperses contamination but does not remove it. People living downstream use the same water.","Build a discharge pit away from water points and seek support from the council services.","Traduit","","INV-G-004","MINEPDED;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-005","DUSSC-M10-005-v1","1","2026-08-02","M10","Brûlage des déchets","Connaissance","Grand public","A1;A2;C1","Question courante","Brûler des déchets plastiques à proximité des habitations :","[""Est la meilleure solution d'élimination"", ""Libère des fumées toxiques dangereuses pour les voies respiratoires, en particulier des enfants"", ""Est sans danger si le feu est de petite taille"", ""Purifie l'air environnant""]","B","La combustion des plastiques dégage des substances toxiques. L'exposition répétée affecte surtout les enfants et les personnes fragiles.","Privilégiez le tri et l'évacuation vers les circuits de collecte disponibles.","« Brûler est une bonne façon d'éliminer les déchets »","Burning plastic waste near homes:","[""Is the best way to dispose of it"", ""Releases toxic fumes that are dangerous for the airways, especially in children"", ""Is harmless if the fire is small"", ""Purifies the surrounding air""]","Burning plastics releases toxic substances. Repeated exposure mainly affects children and vulnerable people.","Prefer sorting and removal through the collection services available.","Traduit","","INV-G-004","MINEPDED;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-006","DUSSC-M10-006-v1","1","2026-08-02","M10","Protection des points d'eau","Connaissance","Intermédiaire","A2;C1;C2","Question courante","Où faut-il implanter une latrine par rapport à un puits ?","[""Le plus près possible, pour des raisons pratiques"", ""Directement à côté, si le sol est sableux"", ""Peu importe, si la latrine est cimentée"", ""À bonne distance et en aval du puits, selon les recommandations des services compétents""]","D","Les infiltrations peuvent atteindre la nappe et contaminer le puits. La distance et la position par rapport à l'écoulement souterrain sont déterminantes.","Sollicitez l'avis du service d'hygiène ou du service de l'eau avant toute construction.","« Une latrine cimentée peut être placée n'importe où »","Where should a latrine be built in relation to a well?","[""As close as possible, for convenience"", ""Right beside it, if the soil is sandy"", ""It does not matter, if the latrine is lined with concrete"", ""At a good distance and downhill of the well, following the advice of the competent services""]","Seepage can reach the water table and contaminate the well. Distance and position relative to underground flow are decisive.","Seek advice from the hygiene or water service before building.","Traduit","","INV-G-004","MINEE;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-007","DUSSC-M10-007-v1","1","2026-08-02","M10","Déchets d'abattage","Situation","Intermédiaire","B3;B4;D2","Question courante","Que faire des déchets et des eaux issus d'une aire d'abattage ?","[""Les laisser s'écouler librement à proximité"", ""Les collecter et les éliminer selon les règles prévues, à distance des habitations et des points d'eau"", ""Les donner aux animaux errants"", ""Les enfouir sans précaution à côté de l'aire""]","B","Ces déchets attirent les animaux errants et les insectes, et contaminent le sol et l'eau. Leur gestion fait partie des règles d'exploitation d'une aire d'abattage.","Sollicitez l'appui du service vétérinaire et de la commune pour l'aménagement de l'aire.","« Les déchets d'abattage se dispersent naturellement »","What should be done with waste and waste water from a slaughter area?","[""Let it drain away freely nearby"", ""Collect and dispose of it under the applicable rules, away from homes and water points"", ""Give it to stray animals"", ""Bury it without precaution beside the area""]","This waste attracts stray animals and insects, and contaminates soil and water. Managing it is part of operating a slaughter area.","Seek support from the veterinary service and the council to equip the site.","Traduit","","INV-G-004","MINEPIA;MINEPDED","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-008","DUSSC-M10-008-v1","1","2026-08-02","M10","Aires protégées","Attitude","Intermédiaire","B5;D2;C2","Question courante","Pourquoi les aires protégées sont-elles importantes pour la santé publique ?","[""Elles n'ont qu'un intérêt touristique"", ""Elles augmentent le risque de maladies"", ""Elles servent uniquement à protéger les espèces rares"", ""Elles maintiennent une séparation entre les populations et certains réservoirs de maladies présents dans la faune sauvage""]","D","En préservant les habitats naturels, elles limitent les contacts répétés entre faune sauvage, animaux domestiques et personnes.","Respectez les limites des aires protégées et signalez toute mortalité animale observée à proximité.","« Les aires protégées ne concernent que la conservation »","Why do protected areas matter for public health?","[""They are of interest only for tourism"", ""They increase the risk of disease"", ""They serve only to protect rare species"", ""They keep a separation between people and certain disease reservoirs present in wildlife""]","By preserving natural habitats, they limit repeated contact between wildlife, domestic animals and people.","Respect the limits of protected areas and report any animal deaths seen nearby.","Traduit","","INV-G-004","MINFOF;MINEPDED","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-009","DUSSC-M10-009-v1","1","2026-08-02","M10","Climat et maladies","Connaissance","Intermédiaire","A3;C1;C2","Question courante","Comment les changements climatiques peuvent-ils influencer les maladies ?","[""Ils modifient la répartition des moustiques et d'autres vecteurs, et augmentent la fréquence des inondations et des sécheresses"", ""Ils n'ont aucun effet sur la santé"", ""Ils réduisent toujours le nombre de maladies"", ""Ils ne concernent que l'agriculture""]","A","Les modifications de température et de pluviométrie déplacent les zones où vivent les vecteurs et perturbent l'accès à l'eau potable.","Participez aux actions locales de gestion de l'eau et des déchets, qui réduisent ces effets.","« Le climat n'a rien à voir avec les maladies »","How can climate change affect diseases?","[""It shifts where mosquitoes and other vectors live, and increases floods and droughts"", ""It has no effect on health"", ""It always reduces the number of diseases"", ""It concerns agriculture only""]","Changes in temperature and rainfall move the areas where vectors live and disrupt access to safe drinking water.","Take part in local action on water and waste management, which reduces these effects.","Traduit","","INV-G-004","MINEPDED;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M10-010","DUSSC-M10-010-v1","1","2026-08-02","M10","Déchets à risque à domicile","Situation","Grand public","A1;A2;C1;D1","Question courante","Que faire d'une seringue ou d'un flacon de médicament usagé à la maison ?","[""Les jeter avec les ordures ménagères"", ""Les brûler dans la cour"", ""Les rapporter à une formation sanitaire ou à une pharmacie pour élimination sécurisée"", ""Les enterrer dans le jardin""]","C","Les objets piquants exposent les personnes qui manipulent les déchets à des blessures et à des infections. Leur élimination relève d'un circuit spécifique.","Rapportez ces déchets à la formation sanitaire la plus proche.","« Une seringue usagée est un déchet ordinaire »","What should be done with a used syringe or medicine bottle at home?","[""Throw them out with the household rubbish"", ""Burn them in the yard"", ""Return them to a health facility or pharmacy for safe disposal"", ""Bury them in the garden""]","Sharp objects expose those who handle waste to injury and infection. Their disposal follows a specific channel.","Take this waste to the nearest health facility.","Traduit","","INV-G-004","MINSANTE;MINEPDED","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M11-001","DUSSC-M11-001-v1","1","2026-08-02","M11","Mortalité de faune sauvage","Situation","Professionnel","D1;D2;D3","Question courante","Vous constatez une mortalité inhabituelle d'oiseaux sauvages près d'un plan d'eau. Quelle est votre première action ?","[""Ramasser les carcasses pour les examiner"", ""Attendre d'autres cas avant d'agir"", ""Prendre des images à distance, sécuriser la zone, et notifier immédiatement les services vétérinaires et de la faune selon le circuit établi"", ""Informer uniquement ma hiérarchie directe""]","C","La sécurisation de la zone et la notification immédiate priment sur toute manipulation. Le prélèvement relève des équipes formées et équipées.","Appliquez le circuit de notification conjoint santé animale et faune sauvage.","« Il faut d'abord ramasser pour confirmer »","You observe unusual deaths among wild birds near a body of water. What is your first action?","[""Collect the carcasses to examine them"", ""Wait for further cases before acting"", ""Take images from a distance, secure the area, and notify the veterinary and wildlife services immediately through the established channel"", ""Inform only my immediate hierarchy""]","Securing the area and notifying immediately come before any handling. Sampling is for trained and equipped teams.","Follow the joint animal health and wildlife notification channel.","Traduit","","INV-B-015","MINEPIA;MINFOF","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
